flight_id,airline,flight_number,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,weather_condition,temperature_c,wind_speed_kts,visibility_km,airport_traffic_index,prior_leg_delay_min,aircraft_age_years,maintenance_overdue_flag,actual_departure_delay_min
FL-1338,NimbusAero,NI452,ATL,HND,2026-01-30 15:31:00,2026-01-30 20:38:00,Overcast,-2.3,11.5,8.4,2.75,9,4.4,0,20
FL-1339,SkyWings,SK971,DXB,HND,2026-01-30 14:09:00,2026-01-30 19:35:00,Clear,4.0,4.9,1.4,7.53,14,11.0,0,61
FL-1340,AeroGlobal,AE787,ATL,LAX,2026-01-14 05:26:00,2026-01-14 11:28:00,Clear,33.2,15.7,4.8,6.55,0,7.1,0,41
FL-1341,TransFlight,TR680,LHR,CDG,2026-01-20 17:49:00,2026-01-20 20:00:00,Clear,5.0,35.8,7.3,6.77,38,6.4,0,52
FL-1342,NimbusAero,NI850,LHR,DXB,2026-01-22 07:33:00,2026-01-22 12:06:00,Rain,27.2,22.9,1.5,6.81,18,2.3,0,48
FL-1343,AeroGlobal,AE651,ATL,LHR,2026-01-29 18:26:00,2026-01-29 19:50:00,Fog,-6.4,2.8,5.3,1.28,13,13.0,0,24
FL-1344,TransFlight,TR317,JFK,FRA,2026-01-13 02:39:00,2026-01-13 08:02:00,Snow,12.7,35.3,4.0,3.01,8,17.1,0,48
FL-1345,OceanicAir,OC613,DXB,LAX,2026-01-19 07:23:00,2026-01-19 11:14:00,Snow,-9.5,12.3,9.7,9.84,38,15.2,0,86
FL-1346,AeroGlobal,AE283,FRA,ORD,2026-01-23 06:06:00,2026-01-23 09:54:00,Clear,0.5,23.0,1.1,4.32,8,1.4,0,45
FL-1347,JetExpress,JE497,HND,DXB,2026-01-03 08:43:00,2026-01-03 09:48:00,Fog,5.6,32.3,5.5,8.47,7,18.4,0,65
FL-1348,AeroGlobal,AE485,CDG,LHR,2026-01-27 23:54:00,2026-01-28 06:13:00,High Winds,-6.3,12.8,9.7,3.01,0,9.2,0,57
FL-1349,JetExpress,JE598,HND,JFK,2026-01-24 02:08:00,2026-01-24 04:04:00,Thunderstorm,-2.1,5.3,6.6,2.9,0,4.5,0,46
FL-1350,NimbusAero,NI936,LAX,DFW,2026-01-20 02:52:00,2026-01-20 06:26:00,Fog,-4.6,31.0,5.1,6.32,6,14.4,0,58
FL-1351,AeroGlobal,AE144,ORD,ATL,2026-01-07 09:09:00,2026-01-07 15:16:00,Snow,-8.1,26.6,1.0,3.32,37,4.4,0,55
FL-1352,TransFlight,TR677,JFK,LHR,2026-01-05 03:39:00,2026-01-05 06:14:00,Thunderstorm,19.1,22.3,5.1,2.97,6,9.3,0,62
FL-1353,TransFlight,TR940,ORD,FRA,2026-01-13 06:55:00,2026-01-13 09:05:00,Fog,22.9,41.7,6.2,1.62,9,8.6,0,22
FL-1354,SkyWings,SK307,DXB,FRA,2026-01-20 08:31:00,2026-01-20 10:32:00,Snow,-5.4,22.5,6.3,1.35,3,17.4,0,22
FL-1355,OceanicAir,OC775,ORD,FRA,2026-01-01 07:18:00,2026-01-01 13:50:00,Fog,10.7,20.1,8.8,7.28,2,9.7,0,57
FL-1356,OceanicAir,OC908,CDG,LHR,2026-01-28 01:23:00,2026-01-28 08:04:00,Snow,-5.3,7.8,5.0,3.09,10,19.0,0,68
FL-1357,OceanicAir,OC363,ATL,JFK,2026-01-01 13:46:00,2026-01-01 19:26:00,Snow,-4.3,2.3,6.7,7.19,6,7.3,0,59
FL-1358,AeroGlobal,AE536,FRA,DFW,2026-01-13 03:24:00,2026-01-13 08:43:00,Thunderstorm,17.1,28.3,9.9,4.58,13,4.9,0,60
FL-1359,TransFlight,TR594,ORD,CDG,2026-01-26 16:40:00,2026-01-26 22:09:00,Thunderstorm,2.2,15.2,3.8,7.35,48,16.3,0,109
FL-1360,NimbusAero,NI335,HND,ORD,2026-01-05 19:31:00,2026-01-05 22:05:00,Snow,9.2,16.6,5.7,7.27,2,15.7,1,83
FL-1361,SkyWings,SK923,LAX,ATL,2026-01-22 17:11:00,2026-01-22 23:03:00,Thunderstorm,-5.8,13.3,4.0,6.48,86,16.1,0,115
FL-1362,NimbusAero,NI633,DFW,JFK,2026-01-09 05:26:00,2026-01-09 11:38:00,Thunderstorm,11.1,10.7,6.7,8.24,10,6.6,0,60
FL-1363,TransFlight,TR622,DXB,ATL,2026-01-29 05:57:00,2026-01-29 08:08:00,Fog,-8.3,12.3,0.5,2.42,20,21.9,0,45
FL-1364,OceanicAir,OC515,FRA,ATL,2026-01-24 19:30:00,2026-01-24 20:22:00,Fog,23.8,41.5,5.7,7.54,3,12.5,0,53
FL-1365,JetExpress,JE935,DFW,ATL,2026-01-28 20:18:00,2026-01-28 22:42:00,Thunderstorm,34.6,26.7,3.0,4.66,3,2.8,0,53
FL-1366,JetExpress,JE448,LAX,FRA,2026-01-12 23:28:00,2026-01-13 04:48:00,High Winds,28.1,12.8,4.7,4.39,0,10.9,0,66
FL-1367,JetExpress,JE894,HND,DXB,2026-01-27 22:58:00,2026-01-27 23:57:00,Thunderstorm,-4.4,4.9,6.5,9.95,1,15.1,1,84
FL-1368,JetExpress,JE628,DXB,JFK,2026-01-13 05:38:00,2026-01-13 08:30:00,Rain,-5.5,31.0,8.3,1.68,22,20.5,0,44
FL-1369,TransFlight,TR375,ORD,DFW,2026-01-23 23:02:00,2026-01-24 01:29:00,Overcast,25.3,39.5,2.5,2.82,8,5.9,0,0
FL-1370,AeroGlobal,AE897,LAX,ORD,2026-01-04 19:43:00,2026-01-05 02:14:00,Fog,13.6,2.3,8.6,9.62,7,18.7,0,48
FL-1371,TransFlight,TR989,DFW,DXB,2026-01-09 13:44:00,2026-01-09 18:50:00,Rain,9.1,34.3,1.7,5.73,3,9.6,0,39
FL-1372,SkyWings,SK614,LHR,HND,2026-01-09 04:55:00,2026-01-09 09:34:00,Clear,23.5,21.8,7.0,1.11,29,5.0,0,20
FL-1373,JetExpress,JE470,FRA,DFW,2026-01-09 18:25:00,2026-01-09 23:50:00,Rain,1.4,22.3,6.3,4.29,4,11.2,0,33
FL-1374,NimbusAero,NI870,LHR,CDG,2026-01-19 11:33:00,2026-01-19 14:41:00,Thunderstorm,-1.4,7.6,6.0,3.06,15,2.6,0,55
FL-1375,AeroGlobal,AE668,CDG,HND,2026-01-10 04:09:00,2026-01-10 06:08:00,High Winds,36.0,8.4,8.2,2.59,2,11.2,0,48
FL-1376,NimbusAero,NI629,DXB,LHR,2026-01-23 09:31:00,2026-01-23 12:49:00,Rain,17.0,26.4,4.3,7.21,18,1.8,0,49
FL-1377,OceanicAir,OC959,LAX,DXB,2026-01-16 11:32:00,2026-01-16 14:30:00,Rain,7.3,26.0,8.2,4.1,3,9.4,0,27
FL-1378,NimbusAero,NI720,ATL,FRA,2026-01-09 04:38:00,2026-01-09 07:48:00,Rain,5.6,23.9,7.9,5.02,3,2.2,0,33
FL-1379,OceanicAir,OC746,ORD,ATL,2026-01-30 09:41:00,2026-01-30 13:18:00,Thunderstorm,20.3,26.6,8.6,1.64,2,4.0,0,43
FL-1380,JetExpress,JE768,DFW,LHR,2026-01-28 19:14:00,2026-01-29 01:29:00,Thunderstorm,3.0,21.1,8.7,4.27,15,13.1,0,78
FL-1381,OceanicAir,OC271,ORD,JFK,2026-01-06 22:34:00,2026-01-07 05:31:00,Overcast,21.8,42.4,7.2,1.72,4,4.1,0,8
FL-1382,SkyWings,SK999,HND,FRA,2026-01-03 16:47:00,2026-01-03 17:45:00,High Winds,9.1,34.9,1.3,3.36,19,3.8,0,58
FL-1383,OceanicAir,OC416,ATL,DFW,2026-01-14 04:23:00,2026-01-14 08:54:00,Fog,-3.9,24.6,2.1,1.32,7,8.2,0,43
FL-1384,OceanicAir,OC578,DXB,DFW,2026-01-26 05:09:00,2026-01-26 09:41:00,Overcast,36.5,32.0,2.2,6.38,16,14.1,0,29
FL-1385,TransFlight,TR545,DXB,FRA,2026-01-15 08:13:00,2026-01-15 11:55:00,Thunderstorm,15.9,36.6,4.7,4.29,33,6.1,0,65
FL-1386,SkyWings,SK635,ORD,CDG,2026-01-14 07:13:00,2026-01-14 11:58:00,Snow,-9.6,41.6,9.5,5.29,0,0.7,0,35
FL-1387,JetExpress,JE711,ATL,JFK,2026-01-26 04:47:00,2026-01-26 08:43:00,Overcast,9.8,26.1,4.3,2.47,33,16.3,0,49
FL-1388,JetExpress,JE181,CDG,ATL,2026-01-24 18:16:00,2026-01-25 00:14:00,High Winds,23.3,13.7,6.7,5.79,25,6.3,0,47
FL-1389,SkyWings,SK286,ORD,LHR,2026-01-06 06:32:00,2026-01-06 12:43:00,Thunderstorm,19.7,13.7,6.4,2.69,7,0.9,0,38
FL-1390,TransFlight,TR122,ORD,LAX,2026-01-14 02:08:00,2026-01-14 05:10:00,Overcast,24.3,33.3,2.7,2.36,13,11.1,0,26
FL-1391,JetExpress,JE904,HND,LHR,2026-01-22 08:28:00,2026-01-22 15:09:00,High Winds,-8.5,5.4,7.6,2.31,7,6.2,0,26
FL-1392,TransFlight,TR581,ORD,DFW,2026-01-12 15:09:00,2026-01-12 19:09:00,High Winds,-9.4,43.9,7.3,4.46,12,21.5,1,64
FL-1393,AeroGlobal,AE571,LAX,FRA,2026-01-10 17:40:00,2026-01-10 22:27:00,Thunderstorm,22.7,15.4,3.6,6.66,44,1.4,0,101
FL-1394,TransFlight,TR225,DFW,DXB,2026-01-30 07:26:00,2026-01-30 10:43:00,Overcast,7.3,4.2,6.8,9.76,21,5.6,0,59
FL-1395,SkyWings,SK271,DFW,LAX,2026-01-19 06:19:00,2026-01-19 09:08:00,Clear,36.5,27.0,7.1,7.2,24,3.8,0,39
FL-1396,AeroGlobal,AE261,HND,LAX,2026-01-29 09:43:00,2026-01-29 13:21:00,High Winds,20.0,4.6,6.6,7.31,8,17.5,1,97
FL-1397,TransFlight,TR907,LHR,DXB,2026-01-10 00:46:00,2026-01-10 01:41:00,Fog,8.1,33.1,2.9,1.36,4,15.7,0,40
FL-1398,OceanicAir,OC294,FRA,ORD,2026-01-25 23:46:00,2026-01-26 03:29:00,Rain,25.2,13.8,8.4,9.23,2,12.4,0,30
FL-1399,AeroGlobal,AE560,DFW,LHR,2026-01-25 21:34:00,2026-01-26 01:26:00,Thunderstorm,-10.0,29.4,4.1,2.67,4,0.9,0,67
FL-1400,TransFlight,TR344,LHR,LAX,2026-01-31 05:01:00,2026-01-31 10:21:00,High Winds,8.6,24.5,5.2,5.96,0,13.7,0,31
FL-1401,NimbusAero,NI429,LAX,ORD,2026-01-25 01:28:00,2026-01-25 07:50:00,Clear,-7.9,42.3,2.2,1.28,12,2.8,0,17
FL-1402,SkyWings,SK684,CDG,DXB,2026-01-25 04:20:00,2026-01-25 10:24:00,Fog,18.3,4.1,2.6,7.46,15,0.8,0,62
FL-1403,NimbusAero,NI603,LAX,DXB,2026-01-30 07:52:00,2026-01-30 09:08:00,Rain,16.8,42.3,4.5,4.32,0,15.7,0,31
FL-1404,SkyWings,SK851,LAX,LHR,2026-01-04 19:07:00,2026-01-04 21:42:00,Snow,-5.3,33.2,5.6,2.71,2,11.8,0,57
FL-1405,NimbusAero,NI283,DXB,FRA,2026-01-20 03:29:00,2026-01-20 05:08:00,High Winds,20.7,17.4,4.9,6.99,16,19.5,1,94
FL-1406,OceanicAir,OC616,LHR,ORD,2026-01-25 13:09:00,2026-01-25 19:01:00,Thunderstorm,34.8,40.8,5.7,9.97,2,18.7,0,83
FL-1407,NimbusAero,NI431,FRA,ATL,2026-01-26 21:06:00,2026-01-27 02:30:00,Overcast,8.0,25.7,7.6,4.24,7,10.2,0,31
FL-1408,SkyWings,SK843,JFK,LHR,2026-01-28 08:43:00,2026-01-28 09:36:00,Snow,-3.5,40.3,0.6,9.86,10,5.1,0,68
FL-1409,NimbusAero,NI942,DFW,FRA,2026-01-24 12:26:00,2026-01-24 17:55:00,Snow,34.4,8.7,0.9,4.2,13,3.5,0,57
FL-1410,TransFlight,TR355,ATL,LHR,2026-01-14 22:00:00,2026-01-14 23:32:00,Snow,9.2,41.5,7.5,7.51,4,17.5,1,75
FL-1411,NimbusAero,NI819,FRA,LAX,2026-01-28 08:09:00,2026-01-28 14:22:00,Rain,-8.2,36.8,4.1,8.02,6,20.3,0,38
FL-1412,OceanicAir,OC526,LAX,DFW,2026-01-30 23:00:00,2026-01-31 04:53:00,Clear,20.4,29.2,1.0,5.72,19,7.4,0,37
FL-1413,JetExpress,JE614,ATL,ORD,2026-01-03 13:10:00,2026-01-03 19:39:00,Fog,37.9,43.8,7.7,6.18,9,2.4,0,33
FL-1414,OceanicAir,OC251,ORD,CDG,2026-01-05 00:09:00,2026-01-05 04:57:00,Snow,25.8,25.6,3.0,4.59,16,9.8,0,66
FL-1415,AeroGlobal,AE592,DXB,ATL,2026-01-23 10:52:00,2026-01-23 14:59:00,Fog,17.4,26.1,10.0,5.72,3,5.7,0,45
FL-1416,OceanicAir,OC431,FRA,LAX,2026-01-06 08:54:00,2026-01-06 15:22:00,Thunderstorm,10.3,17.0,3.5,6.34,0,1.0,0,68
FL-1417,JetExpress,JE731,HND,ORD,2026-01-21 07:06:00,2026-01-21 08:13:00,High Winds,1.2,31.5,2.0,7.56,0,2.3,0,46
FL-1418,AeroGlobal,AE735,ORD,LHR,2026-01-01 21:00:00,2026-01-02 00:40:00,Fog,28.6,15.1,5.0,3.99,10,16.4,1,49
FL-1419,JetExpress,JE661,HND,ORD,2026-01-02 02:05:00,2026-01-02 06:02:00,Snow,33.5,24.7,2.9,1.54,22,4.8,0,68
FL-1420,JetExpress,JE154,HND,JFK,2026-01-04 06:44:00,2026-01-04 10:47:00,Fog,3.0,38.6,6.8,8.78,1,0.9,0,64
FL-1421,NimbusAero,NI495,ATL,HND,2026-01-24 09:27:00,2026-01-24 16:15:00,Clear,33.4,22.8,6.2,1.79,10,4.8,0,9
FL-1422,TransFlight,TR829,JFK,LAX,2026-01-12 12:13:00,2026-01-12 17:29:00,Rain,6.0,18.9,2.0,4.12,17,8.1,0,22
FL-1423,AeroGlobal,AE613,DFW,JFK,2026-01-29 17:31:00,2026-01-29 20:27:00,Thunderstorm,32.7,37.0,0.8,5.99,25,6.5,0,68
FL-1424,OceanicAir,OC772,ORD,LAX,2026-01-18 15:28:00,2026-01-18 20:39:00,Fog,19.4,28.9,2.7,3.16,24,3.8,0,47
FL-1425,TransFlight,TR437,HND,FRA,2026-01-07 05:55:00,2026-01-07 08:25:00,Fog,-3.3,25.3,8.1,8.76,13,7.1,0,76
FL-1426,TransFlight,TR238,CDG,ORD,2026-01-31 02:46:00,2026-01-31 08:20:00,Overcast,5.2,26.0,9.5,2.07,6,7.3,0,1
FL-1427,NimbusAero,NI130,LHR,HND,2026-01-19 23:11:00,2026-01-20 02:31:00,Thunderstorm,25.8,37.3,6.6,7.65,11,3.8,0,68
FL-1428,AeroGlobal,AE289,JFK,LHR,2026-01-28 19:28:00,2026-01-29 01:03:00,Snow,1.1,12.0,7.0,4.23,30,15.3,0,76
FL-1429,TransFlight,TR580,LHR,ORD,2026-01-18 21:12:00,2026-01-19 02:08:00,Thunderstorm,-3.4,10.3,0.8,7.88,16,0.8,0,82
FL-1430,OceanicAir,OC327,ATL,DFW,2026-01-04 06:14:00,2026-01-04 08:29:00,Thunderstorm,31.6,23.1,3.6,5.12,17,5.8,0,66
FL-1431,SkyWings,SK722,CDG,LHR,2026-01-19 04:31:00,2026-01-19 10:29:00,Fog,17.5,25.1,6.6,7.34,10,1.3,0,57
FL-1432,OceanicAir,OC946,JFK,DFW,2026-01-24 20:33:00,2026-01-25 01:53:00,Thunderstorm,37.2,3.7,4.2,7.89,3,21.2,1,101
FL-1433,JetExpress,JE892,DFW,DXB,2026-01-08 19:50:00,2026-01-09 00:11:00,Rain,19.4,4.3,5.4,2.28,0,18.3,0,23
FL-1434,SkyWings,SK284,FRA,DXB,2026-01-07 09:47:00,2026-01-07 13:53:00,Thunderstorm,5.5,3.1,4.8,9.07,17,19.8,0,80
FL-1435,JetExpress,JE808,ORD,LAX,2026-01-05 09:36:00,2026-01-05 11:19:00,Fog,11.6,17.6,5.5,4.46,53,17.5,0,77
FL-1436,OceanicAir,OC663,CDG,JFK,2026-01-09 00:39:00,2026-01-09 04:15:00,Snow,31.8,39.1,2.0,2.3,43,17.0,1,96
FL-1437,NimbusAero,NI887,HND,DFW,2026-01-29 18:15:00,2026-01-29 20:32:00,Clear,33.1,43.3,0.5,7.89,27,0.8,0,43
FL-1438,OceanicAir,OC656,JFK,DXB,2026-01-12 01:49:00,2026-01-12 04:25:00,Snow,21.7,21.5,4.7,6.41,5,0.6,0,54
FL-1439,JetExpress,JE734,DXB,ATL,2026-01-03 11:25:00,2026-01-03 13:44:00,Overcast,-7.4,17.0,1.9,1.29,1,12.9,0,13
FL-1440,JetExpress,JE189,JFK,ORD,2026-01-20 05:25:00,2026-01-20 07:41:00,Overcast,22.3,28.3,7.1,6.35,1,17.4,1,35
FL-1441,TransFlight,TR468,JFK,ORD,2026-01-14 20:54:00,2026-01-15 00:24:00,Rain,33.1,37.3,7.7,8.59,19,1.9,0,66
FL-1442,SkyWings,SK811,DFW,CDG,2026-01-25 05:40:00,2026-01-25 09:56:00,Snow,0.1,11.0,1.1,6.14,1,21.6,0,53
FL-1443,NimbusAero,NI805,FRA,DFW,2026-01-20 16:27:00,2026-01-20 22:23:00,High Winds,5.2,24.6,10.0,4.18,23,3.3,0,40
FL-1444,TransFlight,TR846,HND,DXB,2026-01-09 10:30:00,2026-01-09 16:27:00,Overcast,24.0,44.1,0.5,1.22,5,13.9,0,18
FL-1445,AeroGlobal,AE918,FRA,CDG,2026-01-20 02:14:00,2026-01-20 03:22:00,Rain,6.8,36.7,2.5,6.77,14,15.3,0,44
FL-1446,JetExpress,JE618,DXB,LHR,2026-01-01 12:41:00,2026-01-01 14:24:00,Fog,6.0,19.0,5.9,9.64,3,18.4,1,93
FL-1447,NimbusAero,NI590,HND,JFK,2026-01-30 15:13:00,2026-01-30 17:07:00,Thunderstorm,-2.5,21.8,8.7,9.06,24,10.4,0,100
FL-1448,NimbusAero,NI157,DXB,DFW,2026-01-26 23:04:00,2026-01-27 06:00:00,Fog,5.1,25.0,2.5,7.17,92,17.7,0,115
FL-1449,AeroGlobal,AE387,JFK,CDG,2026-01-18 07:51:00,2026-01-18 13:56:00,Snow,30.4,26.6,4.2,6.36,7,19.1,0,59
FL-1450,JetExpress,JE826,JFK,LHR,2026-01-20 02:03:00,2026-01-20 03:32:00,Thunderstorm,32.1,18.0,8.4,3.72,9,11.8,0,64
FL-1451,JetExpress,JE903,JFK,DFW,2026-01-05 11:08:00,2026-01-05 15:40:00,Snow,-8.8,22.8,5.3,2.71,62,20.4,0,85
FL-1452,JetExpress,JE246,LAX,FRA,2026-01-07 06:57:00,2026-01-07 09:27:00,Fog,-8.2,18.7,8.7,2.04,21,7.2,0,21
FL-1453,TransFlight,TR992,LAX,CDG,2026-01-22 11:57:00,2026-01-22 13:05:00,Clear,15.0,30.3,3.5,6.2,20,7.2,0,16
FL-1454,JetExpress,JE305,ATL,LHR,2026-01-13 20:10:00,2026-01-14 01:27:00,Rain,27.1,30.9,3.1,2.42,4,3.0,0,23
FL-1455,TransFlight,TR626,LAX,DFW,2026-01-25 22:35:00,2026-01-26 02:19:00,Snow,5.3,8.1,7.2,3.55,5,5.8,0,33
FL-1456,TransFlight,TR446,DXB,HND,2026-01-03 13:24:00,2026-01-03 15:15:00,Clear,12.6,31.0,1.5,1.48,5,9.7,0,0
FL-1457,TransFlight,TR706,HND,LHR,2026-01-15 11:16:00,2026-01-15 14:51:00,High Winds,-0.5,34.6,8.2,1.71,17,20.3,0,35
FL-1458,SkyWings,SK932,HND,LAX,2026-01-21 23:37:00,2026-01-22 03:00:00,Fog,20.9,35.0,5.0,9.53,3,3.6,0,64
FL-1459,JetExpress,JE472,CDG,ORD,2026-01-16 06:48:00,2026-01-16 10:19:00,Thunderstorm,13.4,4.8,1.6,5.31,31,18.7,0,70
FL-1460,TransFlight,TR230,DXB,LAX,2026-01-19 17:07:00,2026-01-19 23:57:00,High Winds,-4.9,25.9,1.2,3.72,43,10.4,0,94
FL-1461,AeroGlobal,AE735,ATL,FRA,2026-01-08 11:41:00,2026-01-08 16:32:00,Thunderstorm,-6.8,11.0,7.1,4.88,2,21.6,0,52
FL-1462,NimbusAero,NI341,ORD,LAX,2026-01-27 09:10:00,2026-01-27 14:04:00,Clear,18.4,21.9,5.8,8.4,70,4.3,0,83
FL-1463,SkyWings,SK712,LAX,HND,2026-01-16 03:37:00,2026-01-16 08:35:00,Fog,21.7,5.9,8.3,8.99,10,19.9,0,71
FL-1464,AeroGlobal,AE776,ORD,DXB,2026-01-25 10:16:00,2026-01-25 13:30:00,Thunderstorm,19.5,21.2,2.5,8.9,3,6.9,0,81
FL-1465,NimbusAero,NI411,CDG,LHR,2026-01-05 07:31:00,2026-01-05 13:14:00,Clear,19.4,23.9,8.6,8.67,3,1.8,0,26
FL-1466,SkyWings,SK100,DXB,LHR,2026-01-06 05:49:00,2026-01-06 08:58:00,High Winds,-8.5,20.6,6.1,6.63,22,15.8,0,60
FL-1467,AeroGlobal,AE778,ORD,DXB,2026-01-07 13:54:00,2026-01-07 16:15:00,Snow,8.5,41.8,8.5,2.39,52,21.9,0,65
FL-1468,SkyWings,SK763,JFK,ATL,2026-01-23 09:36:00,2026-01-23 15:57:00,Thunderstorm,36.8,7.8,1.8,8.25,32,19.0,0,95
FL-1469,OceanicAir,OC738,ORD,DXB,2026-01-24 10:25:00,2026-01-24 14:47:00,Snow,29.4,18.5,2.6,4.82,21,0.7,0,53
FL-1470,NimbusAero,NI342,DXB,DFW,2026-01-19 22:44:00,2026-01-20 04:08:00,Snow,7.6,44.1,5.9,7.34,17,2.9,0,74
FL-1471,NimbusAero,NI181,ORD,FRA,2026-01-13 23:12:00,2026-01-14 03:55:00,Snow,-6.2,40.3,1.3,5.25,3,16.4,0,43
FL-1472,NimbusAero,NI652,FRA,DFW,2026-01-29 03:36:00,2026-01-29 04:48:00,Rain,15.7,2.5,4.8,9.15,3,12.8,0,68
FL-1473,JetExpress,JE917,DFW,LHR,2026-01-08 20:57:00,2026-01-08 22:00:00,Fog,34.3,34.2,7.4,6.07,13,1.8,0,63
FL-1474,AeroGlobal,AE686,JFK,LHR,2026-01-29 15:55:00,2026-01-29 16:53:00,Rain,13.3,7.5,1.2,8.05,1,5.9,0,38
FL-1475,JetExpress,JE978,DFW,JFK,2026-01-06 07:50:00,2026-01-06 13:44:00,Overcast,33.7,33.8,6.8,4.33,2,4.3,0,26
FL-1476,AeroGlobal,AE596,ORD,FRA,2026-01-02 18:08:00,2026-01-02 21:48:00,Clear,36.4,27.6,8.3,8.54,32,16.7,0,55
FL-1477,NimbusAero,NI550,ORD,DFW,2026-01-27 13:03:00,2026-01-27 20:03:00,High Winds,6.6,29.6,7.7,2.04,12,4.1,0,53
FL-1478,JetExpress,JE587,DXB,ATL,2026-01-18 12:50:00,2026-01-18 19:24:00,Fog,8.7,13.3,5.5,4.91,1,6.7,0,30
FL-1479,OceanicAir,OC794,LHR,FRA,2026-01-03 02:48:00,2026-01-03 04:22:00,Snow,20.6,43.1,4.6,9.26,4,19.0,0,52
FL-1480,SkyWings,SK361,FRA,CDG,2026-01-22 05:39:00,2026-01-22 12:09:00,Fog,1.6,30.9,7.8,5.68,19,15.1,0,45
FL-1481,SkyWings,SK788,JFK,ORD,2026-01-01 19:03:00,2026-01-01 23:18:00,Clear,15.2,31.5,3.8,7.53,3,5.9,0,28
FL-1482,TransFlight,TR194,JFK,DFW,2026-01-28 12:41:00,2026-01-28 18:52:00,Clear,24.0,7.2,8.6,2.17,17,14.6,0,0
FL-1483,TransFlight,TR922,ORD,LAX,2026-01-09 15:15:00,2026-01-09 18:09:00,Rain,12.4,42.3,6.6,9.3,13,6.4,0,43
FL-1484,NimbusAero,NI888,LHR,DFW,2026-01-08 14:54:00,2026-01-08 16:16:00,Rain,27.3,18.5,3.7,1.54,26,21.0,0,46
FL-1485,OceanicAir,OC305,FRA,CDG,2026-01-09 08:54:00,2026-01-09 15:09:00,Thunderstorm,-4.8,25.2,4.6,6.53,12,2.8,0,62
FL-1486,JetExpress,JE205,JFK,ORD,2026-01-04 10:54:00,2026-01-04 16:31:00,Fog,2.0,21.2,9.0,2.34,4,14.3,0,44
FL-1487,NimbusAero,NI499,DFW,ORD,2026-01-16 06:15:00,2026-01-16 10:20:00,Snow,-9.8,32.4,7.8,5.3,16,9.2,0,71
FL-1488,SkyWings,SK653,ATL,JFK,2026-01-18 17:53:00,2026-01-19 00:30:00,High Winds,27.4,7.2,5.6,9.92,28,7.7,0,82
FL-1489,SkyWings,SK747,LAX,CDG,2026-01-25 13:57:00,2026-01-25 17:36:00,Clear,30.4,34.7,3.3,2.83,27,12.4,0,33
FL-1490,NimbusAero,NI295,DFW,HND,2026-01-06 02:37:00,2026-01-06 08:44:00,Fog,7.2,5.6,6.5,7.62,17,3.5,0,67
FL-1491,NimbusAero,NI707,ATL,DXB,2026-01-18 22:38:00,2026-01-18 23:55:00,High Winds,15.9,15.2,5.6,8.51,20,10.2,0,96
FL-1492,SkyWings,SK447,JFK,CDG,2026-01-03 04:45:00,2026-01-03 08:57:00,Clear,0.2,30.1,5.5,9.46,2,19.2,0,31
FL-1493,AeroGlobal,AE173,JFK,ATL,2026-01-23 12:00:00,2026-01-23 18:19:00,Clear,12.6,41.5,0.9,7.31,20,3.3,0,29
FL-1494,SkyWings,SK414,LAX,DXB,2026-01-29 01:37:00,2026-01-29 03:49:00,High Winds,18.4,37.2,1.5,5.47,2,17.7,1,80
FL-1495,OceanicAir,OC445,CDG,LHR,2026-01-06 17:56:00,2026-01-07 00:31:00,Snow,16.2,15.8,9.7,2.92,10,1.5,0,48
FL-1496,SkyWings,SK223,DFW,ORD,2026-01-20 03:27:00,2026-01-20 05:38:00,Fog,7.8,9.1,2.8,6.24,0,3.4,0,59
FL-1497,NimbusAero,NI727,CDG,ORD,2026-01-01 23:04:00,2026-01-02 03:58:00,Clear,-9.7,9.7,1.3,6.87,59,19.6,0,45
FL-1498,OceanicAir,OC808,ORD,DFW,2026-01-07 18:17:00,2026-01-08 00:29:00,Rain,15.1,19.7,9.4,6.49,14,1.3,0,48
FL-1499,OceanicAir,OC726,LAX,LHR,2026-01-17 01:56:00,2026-01-17 06:15:00,Clear,16.8,10.3,9.9,9.79,11,13.8,0,27
FL-1500,TransFlight,TR619,ATL,DXB,2026-01-29 18:15:00,2026-01-30 00:37:00,Overcast,3.3,10.3,8.1,7.17,22,21.3,0,43
FL-1501,NimbusAero,NI144,JFK,CDG,2026-01-14 05:21:00,2026-01-14 07:53:00,Thunderstorm,2.1,28.5,9.0,5.08,11,2.7,0,53
FL-1502,TransFlight,TR280,ORD,JFK,2026-01-23 07:48:00,2026-01-23 12:56:00,Clear,-6.6,12.1,4.7,6.22,49,9.5,0,63
FL-1503,JetExpress,JE335,LAX,CDG,2026-01-11 14:47:00,2026-01-11 16:22:00,Overcast,25.4,39.4,4.1,2.99,40,10.6,0,23
FL-1504,OceanicAir,OC248,ATL,DXB,2026-01-09 08:29:00,2026-01-09 12:32:00,Rain,-3.5,33.0,6.5,9.78,1,4.8,0,46
FL-1505,NimbusAero,NI682,JFK,LHR,2026-01-07 11:05:00,2026-01-07 12:46:00,High Winds,12.3,20.0,7.7,2.98,1,6.8,0,39
FL-1506,NimbusAero,NI726,ORD,FRA,2026-01-11 16:53:00,2026-01-11 18:22:00,Thunderstorm,31.1,23.0,10.0,6.32,5,18.5,0,73
