flight_id,airline,flight_number,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,weather_condition,temperature_c,wind_speed_kts,visibility_km,airport_traffic_index,prior_leg_delay_min,aircraft_age_years,maintenance_overdue_flag,actual_departure_delay_min,airline_code,weather_code,temp_norm,wind_norm,traffic_norm,delay_risk_class
FL-1595,NimbusAero,NI258,HND,FRA,2026-01-29 21:38:00,2026-01-30 03:54:00,Snow,-6.0,22.1,1.3,8.21,26,7.0,0,92,0,3,0.08333333333333333,0.4674418604651163,0.8020022246941046,2
FL-1596,NimbusAero,NI407,ATL,FRA,2026-01-20 17:11:00,2026-01-20 20:27:00,Snow,-7.7,5.3,0.9,1.97,8,9.6,0,45,0,3,0.04791666666666666,0.07674418604651162,0.10789766407119021,1
FL-1597,NimbusAero,NI837,FRA,DFW,2026-01-17 10:15:00,2026-01-17 13:10:00,Snow,-6.1,23.6,1.6,6.95,18,4.4,0,50,0,3,0.08125,0.5023255813953489,0.6618464961067854,2
FL-1598,OceanicAir,OC146,LAX,HND,2026-01-14 19:06:00,2026-01-14 22:31:00,Snow,24.8,34.6,4.8,8.27,2,7.8,0,82,5,3,0.725,0.758139534883721,0.8086763070077864,2
FL-1599,AeroGlobal,AE316,ORD,LAX,2026-01-28 17:47:00,2026-01-28 20:44:00,High Winds,22.3,20.7,0.7,4.55,9,0.8,0,66,1,2,0.6729166666666666,0.43488372093023253,0.39488320355951056,2
FL-1600,OceanicAir,OC808,CDG,DXB,2026-01-15 00:44:00,2026-01-15 06:45:00,High Winds,36.7,17.5,6.9,7.21,27,9.0,0,72,5,2,0.9729166666666668,0.36046511627906974,0.6907675194660734,2
FL-1601,AeroGlobal,AE238,JFK,DFW,2026-01-06 08:14:00,2026-01-06 09:07:00,Fog,36.6,38.9,2.5,6.84,30,14.5,0,79,1,1,0.9708333333333333,0.8581395348837209,0.6496106785317018,2
FL-1602,NimbusAero,NI978,DXB,ATL,2026-01-05 04:02:00,2026-01-05 07:21:00,High Winds,12.2,22.4,0.7,2.49,3,3.8,0,41,0,2,0.46249999999999997,0.47441860465116276,0.16573971078976643,1
FL-1603,OceanicAir,OC582,JFK,DXB,2026-01-27 21:13:00,2026-01-28 00:02:00,Overcast,4.2,37.7,4.2,4.0,0,2.7,0,12,5,0,0.29583333333333334,0.830232558139535,0.3337041156840934,0
FL-1604,OceanicAir,OC525,HND,FRA,2026-01-14 11:36:00,2026-01-14 12:39:00,Thunderstorm,9.2,24.1,7.4,9.42,11,20.0,0,76,5,4,0.39999999999999997,0.5139534883720931,0.9365962180200222,2
FL-1605,SkyWings,SK640,JFK,HND,2026-01-27 11:35:00,2026-01-27 15:01:00,Snow,-7.0,40.4,4.5,5.26,40,11.1,0,76,2,3,0.0625,0.8930232558139535,0.47385984427141264,2
FL-1606,JetExpress,JE559,CDG,JFK,2026-01-08 14:13:00,2026-01-08 17:25:00,Fog,-0.8,16.8,2.7,2.98,5,20.0,0,34,4,1,0.19166666666666665,0.34418604651162793,0.22024471635150167,1
FL-1607,NimbusAero,NI772,HND,ORD,2026-01-14 14:27:00,2026-01-14 21:22:00,Fog,8.7,19.9,9.4,6.87,2,8.2,0,50,0,1,0.38958333333333334,0.41627906976744183,0.6529477196885428,2
FL-1608,AeroGlobal,AE736,ATL,LHR,2026-01-05 04:08:00,2026-01-05 10:34:00,Thunderstorm,-3.8,10.6,6.3,1.91,64,9.4,0,105,1,4,0.12916666666666668,0.19999999999999998,0.10122358175750833,2
FL-1609,JetExpress,JE340,ATL,FRA,2026-01-03 09:23:00,2026-01-03 10:17:00,Rain,32.3,17.4,2.0,8.45,30,19.7,1,81,4,6,0.88125,0.3581395348837209,0.828698553948832,2
FL-1610,OceanicAir,OC216,FRA,ATL,2026-01-06 17:49:00,2026-01-06 23:21:00,Overcast,13.3,44.7,8.0,7.92,9,17.1,0,16,5,0,0.48541666666666666,0.9930232558139536,0.7697441601779755,1
FL-1611,NimbusAero,NI994,DXB,LAX,2026-01-03 13:04:00,2026-01-03 17:33:00,High Winds,11.9,38.2,1.6,1.95,16,13.6,0,81,0,2,0.45625,0.8418604651162791,0.10567296996662959,2
FL-1612,SkyWings,SK943,DXB,JFK,2026-01-24 08:06:00,2026-01-24 09:44:00,Overcast,20.2,39.4,9.2,2.41,2,6.8,0,3,2,0,0.6291666666666667,0.8697674418604651,0.15684093437152394,0
FL-1613,TransFlight,TR610,LAX,ATL,2026-01-30 16:47:00,2026-01-30 20:38:00,Rain,29.3,7.3,2.4,9.73,16,17.0,1,85,3,6,0.81875,0.12325581395348836,0.971078976640712,2
FL-1614,OceanicAir,OC449,DFW,FRA,2026-01-09 01:03:00,2026-01-09 02:31:00,Rain,7.9,34.5,3.9,6.98,52,3.8,0,72,5,6,0.3729166666666666,0.7558139534883721,0.6651835372636263,2
FL-1615,OceanicAir,OC906,ATL,ORD,2026-01-20 18:23:00,2026-01-20 22:39:00,Thunderstorm,33.1,42.9,5.4,7.14,8,20.8,0,76,5,4,0.8979166666666667,0.9511627906976744,0.6829810901001112,2
FL-1616,NimbusAero,NI925,DXB,LAX,2026-01-05 02:36:00,2026-01-05 06:14:00,Rain,9.3,35.2,4.6,4.54,30,1.3,0,54,0,6,0.40208333333333335,0.772093023255814,0.39377085650723026,2
FL-1617,AeroGlobal,AE688,JFK,FRA,2026-01-14 17:00:00,2026-01-14 21:19:00,Thunderstorm,32.5,32.1,8.8,7.49,27,7.2,0,74,1,4,0.8854166666666666,0.7000000000000001,0.7219132369299222,2
FL-1618,JetExpress,JE640,FRA,ORD,2026-01-19 15:12:00,2026-01-19 19:45:00,Fog,-0.2,25.4,8.0,6.87,43,15.5,0,79,4,1,0.2041666666666667,0.5441860465116278,0.6529477196885428,2
FL-1619,OceanicAir,OC894,ATL,LHR,2026-01-05 02:03:00,2026-01-05 03:06:00,Snow,6.1,33.2,7.5,2.13,14,21.8,0,62,5,3,0.3354166666666667,0.7255813953488373,0.12569521690767518,2
FL-1620,TransFlight,TR419,DXB,LHR,2026-01-30 04:20:00,2026-01-30 06:26:00,Clear,-8.7,36.3,6.1,3.17,30,17.1,0,25,3,5,0.027083333333333348,0.797674418604651,0.24137931034482757,1
FL-1621,SkyWings,SK849,JFK,CDG,2026-01-13 01:43:00,2026-01-13 07:49:00,Snow,7.0,4.1,6.7,2.12,40,6.9,0,72,2,3,0.3541666666666667,0.048837209302325574,0.12458286985539489,2
FL-1622,OceanicAir,OC447,ATL,FRA,2026-01-28 08:29:00,2026-01-28 11:13:00,Rain,4.4,30.7,8.2,6.15,17,3.5,0,32,5,6,0.3,0.6674418604651162,0.5728587319243604,1
FL-1623,NimbusAero,NI353,LAX,CDG,2026-01-24 18:06:00,2026-01-24 23:49:00,Overcast,29.5,17.5,1.4,7.4,16,18.3,1,64,0,0,0.8229166666666666,0.36046511627906974,0.7119021134593994,2
FL-1624,AeroGlobal,AE587,ATL,DXB,2026-01-04 19:16:00,2026-01-04 23:10:00,Fog,15.3,27.3,5.4,4.55,7,6.2,0,37,1,1,0.5270833333333333,0.5883720930232559,0.39488320355951056,1
FL-1625,OceanicAir,OC550,HND,CDG,2026-01-08 15:52:00,2026-01-08 17:50:00,Snow,-3.9,32.6,1.7,7.34,16,19.1,1,87,5,3,0.12708333333333333,0.7116279069767443,0.7052280311457174,2
FL-1626,OceanicAir,OC133,ORD,FRA,2026-01-18 01:24:00,2026-01-18 03:09:00,Snow,30.9,6.7,4.0,3.61,111,11.7,0,116,5,3,0.8520833333333333,0.10930232558139535,0.29032258064516125,2
FL-1627,JetExpress,JE483,DFW,LHR,2026-01-23 08:45:00,2026-01-23 09:44:00,High Winds,-3.1,35.7,4.5,9.43,22,7.1,0,70,4,2,0.14375000000000002,0.7837209302325582,0.9377085650723025,2
FL-1628,AeroGlobal,AE938,HND,JFK,2026-01-06 19:36:00,2026-01-07 01:01:00,Rain,-6.8,3.9,5.1,3.79,12,10.2,0,37,1,6,0.06666666666666667,0.044186046511627906,0.3103448275862069,1
FL-1629,OceanicAir,OC586,FRA,ORD,2026-01-07 13:18:00,2026-01-07 18:21:00,Fog,12.1,21.3,4.8,8.8,7,7.5,0,68,5,1,0.4604166666666667,0.4488372093023256,0.867630700778643,2
FL-1630,NimbusAero,NI738,CDG,HND,2026-01-11 20:18:00,2026-01-12 00:25:00,Rain,16.0,43.2,9.0,7.62,5,14.4,0,55,0,6,0.5416666666666666,0.958139534883721,0.7363737486095662,2
FL-1631,NimbusAero,NI125,FRA,DFW,2026-01-26 18:48:00,2026-01-27 01:03:00,Clear,20.9,5.7,9.6,5.88,21,16.8,0,39,0,5,0.6437499999999999,0.08604651162790698,0.5428253615127919,1
FL-1632,OceanicAir,OC614,JFK,ORD,2026-01-31 04:59:00,2026-01-31 10:16:00,Overcast,36.2,13.8,2.5,8.47,23,18.5,0,59,5,0,0.9625,0.2744186046511628,0.8309232480533927,2
FL-1633,TransFlight,TR721,LHR,HND,2026-01-28 01:13:00,2026-01-28 02:21:00,Thunderstorm,31.4,3.0,4.7,4.73,1,19.0,0,53,3,4,0.8624999999999999,0.023255813953488372,0.4149054505005562,2
FL-1634,SkyWings,SK201,DXB,ORD,2026-01-14 05:40:00,2026-01-14 07:38:00,Overcast,2.3,5.9,3.4,4.67,11,4.1,0,13,2,0,0.25625000000000003,0.09069767441860466,0.4082313681868743,0
FL-1635,JetExpress,JE285,JFK,LAX,2026-01-14 19:31:00,2026-01-14 23:35:00,Clear,5.4,19.8,3.6,4.38,17,18.3,1,29,4,5,0.32083333333333336,0.41395348837209306,0.3759733036707453,1
FL-1636,TransFlight,TR700,ATL,DXB,2026-01-24 09:33:00,2026-01-24 14:36:00,Thunderstorm,35.6,13.6,3.5,5.98,7,1.9,0,42,3,4,0.9500000000000001,0.2697674418604651,0.5539488320355951,1
FL-1637,NimbusAero,NI339,JFK,LHR,2026-01-26 11:11:00,2026-01-26 16:56:00,Fog,-5.1,34.8,6.7,2.13,7,12.7,0,33,0,1,0.10208333333333335,0.7627906976744185,0.12569521690767518,1
FL-1638,NimbusAero,NI612,ATL,ORD,2026-01-18 05:44:00,2026-01-18 11:05:00,Overcast,27.5,25.1,4.5,9.2,3,10.2,0,38,0,0,0.78125,0.5372093023255814,0.9121245828698553,1
FL-1639,OceanicAir,OC949,FRA,DFW,2026-01-30 23:18:00,2026-01-31 01:28:00,Clear,-7.1,41.6,3.1,3.26,16,15.1,0,14,5,5,0.060416666666666674,0.9209302325581395,0.25139043381535037,0
FL-1640,AeroGlobal,AE699,DXB,DFW,2026-01-03 07:40:00,2026-01-03 09:47:00,Fog,15.6,5.0,1.4,7.29,14,18.4,0,44,1,1,0.5333333333333333,0.06976744186046512,0.699666295884316,1
FL-1641,OceanicAir,OC315,FRA,DXB,2026-01-15 17:40:00,2026-01-16 00:14:00,Rain,20.5,44.1,7.2,3.46,29,14.7,0,33,5,6,0.6354166666666666,0.9790697674418605,0.27363737486095663,1
FL-1642,AeroGlobal,AE570,FRA,LHR,2026-01-01 23:20:00,2026-01-02 05:59:00,Overcast,21.0,2.1,5.0,9.11,10,15.0,0,36,1,0,0.6458333333333334,0.0023255813953488393,0.9021134593993325,1
FL-1643,NimbusAero,NI820,HND,CDG,2026-01-25 17:46:00,2026-01-25 19:12:00,High Winds,32.1,30.0,5.6,9.03,6,18.0,0,58,0,2,0.8770833333333333,0.6511627906976745,0.89321468298109,2
FL-1644,OceanicAir,OC947,FRA,LHR,2026-01-18 20:26:00,2026-01-18 22:41:00,High Winds,26.9,32.0,0.6,5.16,7,20.6,0,62,5,2,0.7687499999999999,0.6976744186046512,0.4627363737486096,2
FL-1645,SkyWings,SK876,DFW,CDG,2026-01-09 23:10:00,2026-01-10 00:41:00,High Winds,19.4,15.0,7.3,3.11,11,11.1,0,27,2,2,0.6124999999999999,0.3023255813953488,0.23470522803114569,1
FL-1646,JetExpress,JE604,FRA,ATL,2026-01-01 13:47:00,2026-01-01 16:12:00,High Winds,20.6,6.8,3.1,5.5,14,4.2,0,59,4,2,0.6375000000000001,0.11162790697674418,0.5005561735261401,2
FL-1647,NimbusAero,NI679,FRA,ORD,2026-01-04 05:23:00,2026-01-04 11:09:00,Overcast,25.8,7.5,9.4,8.7,18,19.4,0,50,0,0,0.7458333333333332,0.12790697674418605,0.8565072302558397,2
FL-1648,NimbusAero,NI123,DXB,DFW,2026-01-26 17:47:00,2026-01-26 22:24:00,Clear,35.0,29.6,9.5,1.47,46,20.7,0,30,0,5,0.9375,0.6418604651162791,0.052280311457174634,1
FL-1649,JetExpress,JE224,DXB,HND,2026-01-23 19:17:00,2026-01-23 23:07:00,Snow,26.4,40.0,2.6,3.5,39,9.5,0,73,4,3,0.7583333333333333,0.8837209302325582,0.27808676307007785,2
FL-1650,SkyWings,SK501,ATL,CDG,2026-01-04 23:21:00,2026-01-05 04:58:00,High Winds,-8.8,33.7,9.8,4.81,0,2.1,0,40,2,2,0.024999999999999984,0.7372093023255815,0.4238042269187986,1
FL-1651,AeroGlobal,AE437,DFW,LAX,2026-01-29 17:45:00,2026-01-29 23:50:00,Clear,-8.7,20.6,0.7,8.17,1,20.6,0,35,1,5,0.027083333333333348,0.43255813953488376,0.7975528364849833,1
FL-1652,OceanicAir,OC344,LHR,JFK,2026-01-16 10:22:00,2026-01-16 15:33:00,High Winds,1.4,5.1,6.2,4.95,9,2.6,0,43,5,2,0.23750000000000002,0.07209302325581395,0.43937708565072303,1
FL-1653,SkyWings,SK187,JFK,LAX,2026-01-18 10:12:00,2026-01-18 13:37:00,High Winds,23.3,35.7,1.1,8.22,5,1.7,0,54,2,2,0.69375,0.7837209302325582,0.8031145717463849,2
FL-1654,OceanicAir,OC167,LAX,JFK,2026-01-26 16:51:00,2026-01-26 18:02:00,Rain,30.8,19.3,6.4,4.7,24,19.1,0,25,5,6,0.85,0.40232558139534885,0.41156840934371525,1
FL-1655,OceanicAir,OC493,HND,CDG,2026-01-29 11:26:00,2026-01-29 17:28:00,Clear,6.3,42.3,7.9,5.09,14,7.6,0,30,5,5,0.33958333333333335,0.9372093023255813,0.45494994438264735,1
FL-1656,SkyWings,SK112,FRA,LAX,2026-01-28 05:35:00,2026-01-28 07:59:00,Snow,-4.0,23.9,3.9,5.33,18,13.8,0,52,2,3,0.125,0.5093023255813953,0.48164627363737483,2
FL-1657,AeroGlobal,AE916,JFK,LAX,2026-01-07 01:27:00,2026-01-07 04:51:00,Snow,10.9,43.3,7.7,3.8,1,19.5,0,26,1,3,0.4354166666666666,0.9604651162790697,0.31145717463848716,1
FL-1658,JetExpress,JE717,LHR,DFW,2026-01-18 00:51:00,2026-01-18 01:40:00,Snow,18.1,31.2,1.0,5.56,2,18.5,0,44,4,3,0.5854166666666667,0.6790697674418604,0.507230255839822,1
FL-1659,AeroGlobal,AE305,ATL,LAX,2026-01-16 19:03:00,2026-01-16 21:24:00,Fog,12.8,31.7,4.9,7.23,11,18.8,0,60,1,1,0.47500000000000003,0.6906976744186046,0.6929922135706341,2
FL-1660,JetExpress,JE528,LHR,ORD,2026-01-06 00:31:00,2026-01-06 05:08:00,High Winds,33.7,23.3,9.2,6.75,18,15.4,0,61,4,2,0.9104166666666668,0.49534883720930234,0.639599555061179,2
FL-1661,OceanicAir,OC852,LHR,HND,2026-01-10 14:15:00,2026-01-10 18:24:00,Overcast,29.7,2.3,0.6,4.22,4,12.4,0,10,5,0,0.8270833333333334,0.006976744186046507,0.35817575083426023,0
FL-1662,OceanicAir,OC299,FRA,LHR,2026-01-03 05:57:00,2026-01-03 06:57:00,Overcast,-0.5,9.5,8.9,7.47,49,7.8,0,73,5,0,0.19791666666666666,0.1744186046511628,0.7196885428253614,2
FL-1663,AeroGlobal,AE300,JFK,ATL,2026-01-13 03:56:00,2026-01-13 05:32:00,Clear,29.9,7.9,6.7,8.97,11,7.8,0,37,1,5,0.8312499999999999,0.1372093023255814,0.8865406006674083,1
FL-1664,OceanicAir,OC345,LHR,CDG,2026-01-09 01:10:00,2026-01-09 06:24:00,High Winds,37.9,39.9,8.8,1.59,0,3.6,0,48,5,2,0.9979166666666667,0.8813953488372093,0.06562847608453838,2
FL-1665,AeroGlobal,AE296,DXB,CDG,2026-01-18 06:47:00,2026-01-18 10:14:00,Snow,10.6,29.4,9.2,7.87,13,13.1,0,79,1,3,0.4291666666666667,0.6372093023255814,0.764182424916574,2
FL-1666,JetExpress,JE908,ORD,CDG,2026-01-12 11:58:00,2026-01-12 13:10:00,Fog,28.2,39.5,8.6,9.72,25,19.5,1,85,4,1,0.7958333333333334,0.872093023255814,0.9699666295884316,2
FL-1667,OceanicAir,OC909,FRA,LAX,2026-01-08 20:52:00,2026-01-09 01:57:00,Thunderstorm,26.1,29.7,5.3,5.49,3,10.5,0,65,5,4,0.7520833333333333,0.6441860465116279,0.4994438264738599,2
FL-1668,JetExpress,JE638,HND,DXB,2026-01-22 19:28:00,2026-01-22 22:30:00,Snow,9.2,41.6,6.0,1.33,14,5.2,0,53,4,3,0.39999999999999997,0.9209302325581395,0.036707452725250285,2
FL-1669,AeroGlobal,AE505,ATL,LHR,2026-01-20 14:14:00,2026-01-20 18:12:00,Snow,-2.5,38.2,2.9,1.76,34,16.7,0,59,1,3,0.15625,0.8418604651162791,0.08453837597330367,2
FL-1670,AeroGlobal,AE697,JFK,DXB,2026-01-24 13:31:00,2026-01-24 19:34:00,Rain,10.5,22.1,4.4,8.24,6,7.3,0,51,1,6,0.4270833333333333,0.4674418604651163,0.8053392658509455,2
FL-1671,AeroGlobal,AE552,ATL,LHR,2026-01-30 14:53:00,2026-01-30 16:16:00,Rain,33.3,14.7,5.3,5.92,4,2.2,0,27,1,6,0.9020833333333332,0.29534883720930233,0.5472747497219133,1
FL-1672,AeroGlobal,AE200,LAX,ORD,2026-01-17 15:28:00,2026-01-17 16:32:00,Snow,-0.4,10.5,3.6,3.72,25,18.0,0,76,1,3,0.19999999999999998,0.19767441860465115,0.3025583982202447,2
FL-1673,NimbusAero,NI718,ORD,FRA,2026-01-13 03:13:00,2026-01-13 04:02:00,High Winds,4.4,37.4,7.9,4.63,1,9.2,0,40,0,2,0.3,0.8232558139534883,0.40378197997775306,1
FL-1674,NimbusAero,NI112,HND,FRA,2026-01-08 01:03:00,2026-01-08 05:11:00,Overcast,0.9,34.2,5.0,5.64,14,17.4,0,54,0,0,0.22708333333333333,0.7488372093023257,0.5161290322580645,2
FL-1675,OceanicAir,OC448,LAX,CDG,2026-01-09 19:10:00,2026-01-09 23:34:00,High Winds,35.2,20.0,4.7,8.68,2,1.1,0,43,5,2,0.9416666666666668,0.4186046511627907,0.8542825361512791,1
FL-1676,AeroGlobal,AE412,JFK,DXB,2026-01-31 05:38:00,2026-01-31 09:24:00,Rain,0.8,20.3,7.6,7.87,20,15.3,0,49,1,6,0.225,0.4255813953488372,0.764182424916574,2
FL-1677,TransFlight,TR904,JFK,ATL,2026-01-08 05:52:00,2026-01-08 09:26:00,Snow,20.2,27.9,6.3,8.8,1,21.6,1,89,3,3,0.6291666666666667,0.6023255813953488,0.867630700778643,2
FL-1678,TransFlight,TR495,ATL,DXB,2026-01-06 04:39:00,2026-01-06 08:12:00,Snow,36.2,29.5,3.4,2.54,0,15.0,0,49,3,3,0.9625,0.6395348837209303,0.17130144605116795,2
FL-1679,NimbusAero,NI717,HND,JFK,2026-01-09 17:55:00,2026-01-09 20:21:00,Clear,33.7,18.6,2.5,3.62,11,11.8,0,36,0,5,0.9104166666666668,0.386046511627907,0.2914349276974416,1
FL-1680,JetExpress,JE630,JFK,ATL,2026-01-16 02:55:00,2026-01-16 07:10:00,Thunderstorm,-2.5,6.8,5.6,5.3,3,2.0,0,92,4,4,0.15625,0.11162790697674418,0.4783092324805339,2
FL-1681,AeroGlobal,AE233,ATL,LHR,2026-01-20 22:04:00,2026-01-21 04:52:00,Fog,12.8,28.0,9.4,6.29,10,11.3,0,39,1,1,0.47500000000000003,0.6046511627906976,0.5884315906562847,1
FL-1682,JetExpress,JE306,JFK,ATL,2026-01-21 12:51:00,2026-01-21 14:08:00,High Winds,9.2,36.7,5.5,9.19,66,19.4,0,107,4,2,0.39999999999999997,0.8069767441860466,0.911012235817575,2
FL-1683,NimbusAero,NI193,DFW,DXB,2026-01-17 00:46:00,2026-01-17 07:29:00,High Winds,24.2,14.8,6.3,8.29,7,4.3,0,51,0,2,0.7125,0.29767441860465116,0.810901001112347,2
FL-1684,TransFlight,TR850,CDG,DXB,2026-01-18 18:09:00,2026-01-19 00:31:00,Overcast,23.5,6.1,7.1,1.39,8,19.5,1,43,3,0,0.6979166666666666,0.09534883720930232,0.043381535038932134,1
FL-1685,TransFlight,TR398,LAX,DFW,2026-01-23 17:01:00,2026-01-23 21:16:00,High Winds,16.5,44.8,1.2,1.95,71,17.0,0,90,3,2,0.5520833333333334,0.9953488372093022,0.10567296996662959,2
FL-1686,JetExpress,JE312,DXB,JFK,2026-01-22 06:48:00,2026-01-22 07:46:00,Clear,20.7,31.1,4.9,4.09,2,9.1,0,19,4,5,0.6395833333333333,0.6767441860465117,0.3437152391546162,1
FL-1687,SkyWings,SK110,DFW,LAX,2026-01-07 11:04:00,2026-01-07 14:36:00,Fog,25.9,22.8,1.1,5.94,12,5.7,0,54,2,1,0.7479166666666667,0.48372093023255813,0.5494994438264739,2
FL-1688,AeroGlobal,AE582,DFW,ORD,2026-01-09 00:19:00,2026-01-09 01:13:00,Snow,-5.2,14.6,5.6,4.52,4,2.2,0,48,1,3,0.09999999999999999,0.2930232558139535,0.3915461624026696,2
FL-1689,NimbusAero,NI379,ORD,DXB,2026-01-17 13:07:00,2026-01-17 15:23:00,Overcast,24.3,40.4,5.6,4.98,6,1.5,0,17,0,0,0.7145833333333332,0.8930232558139535,0.442714126807564,1
FL-1690,TransFlight,TR756,LAX,HND,2026-01-15 06:46:00,2026-01-15 11:18:00,Clear,18.7,4.1,4.1,2.82,1,5.9,0,3,3,5,0.5979166666666667,0.048837209302325574,0.20244716351501665,0
FL-1691,AeroGlobal,AE193,JFK,HND,2026-01-02 12:31:00,2026-01-02 13:23:00,Rain,29.4,31.2,1.1,9.63,24,2.6,0,63,1,6,0.8208333333333333,0.6790697674418604,0.9599555061179088,2
FL-1692,NimbusAero,NI271,ORD,JFK,2026-01-20 04:02:00,2026-01-20 09:09:00,Clear,29.1,15.9,6.5,6.62,3,20.6,0,35,0,5,0.8145833333333333,0.3232558139534884,0.625139043381535,1
FL-1693,AeroGlobal,AE318,LAX,CDG,2026-01-15 23:12:00,2026-01-16 01:25:00,Clear,9.3,15.6,4.2,5.13,15,1.9,0,28,1,5,0.40208333333333335,0.31627906976744186,0.4593993325917686,1
FL-1694,NimbusAero,NI738,LHR,JFK,2026-01-04 07:32:00,2026-01-04 10:08:00,Thunderstorm,4.5,27.8,9.8,1.92,11,12.0,0,60,0,4,0.3020833333333333,0.6,0.10233592880978865,2
FL-1695,TransFlight,TR275,DFW,LAX,2026-01-28 13:12:00,2026-01-28 16:43:00,Fog,23.4,31.1,9.7,7.24,16,7.6,0,50,3,1,0.6958333333333333,0.6767441860465117,0.6941045606229144,2
FL-1696,NimbusAero,NI425,HND,LAX,2026-01-16 12:01:00,2026-01-16 12:55:00,Snow,33.8,21.3,5.4,7.68,77,11.3,0,119,0,3,0.9125,0.4488372093023256,0.743047830923248,2
FL-1697,SkyWings,SK338,JFK,ORD,2026-01-15 07:20:00,2026-01-15 10:06:00,Fog,10.6,12.5,1.3,2.24,19,11.2,0,59,2,1,0.4291666666666667,0.2441860465116279,0.13793103448275865,2
FL-1698,OceanicAir,OC309,JFK,DFW,2026-01-28 11:15:00,2026-01-28 15:47:00,Fog,32.1,7.8,3.5,8.08,9,1.4,0,64,5,1,0.8770833333333333,0.13488372093023254,0.7875417130144605,2
FL-1699,OceanicAir,OC763,DFW,JFK,2026-01-11 16:08:00,2026-01-11 23:08:00,Rain,6.5,10.9,1.0,9.26,47,21.8,0,67,5,6,0.34375,0.20697674418604653,0.9187986651835373,2
FL-1700,AeroGlobal,AE722,CDG,FRA,2026-01-15 21:18:00,2026-01-15 23:36:00,Thunderstorm,20.2,4.8,5.2,9.58,2,1.6,0,83,1,4,0.6291666666666667,0.06511627906976744,0.9543937708565072,2
FL-1701,AeroGlobal,AE228,LAX,ATL,2026-01-28 05:18:00,2026-01-28 10:44:00,High Winds,28.2,10.8,5.3,4.84,11,10.5,0,54,1,2,0.7958333333333334,0.2046511627906977,0.42714126807563957,2
FL-1702,AeroGlobal,AE350,CDG,ORD,2026-01-28 19:45:00,2026-01-28 22:37:00,Rain,3.7,21.3,6.5,3.45,1,17.3,1,64,1,6,0.28541666666666665,0.4488372093023256,0.2725250278086763,2
FL-1703,OceanicAir,OC486,ORD,DXB,2026-01-21 08:06:00,2026-01-21 12:27:00,Snow,19.3,20.6,2.0,9.58,6,10.9,0,75,5,3,0.6104166666666667,0.43255813953488376,0.9543937708565072,2
FL-1704,OceanicAir,OC974,LAX,LHR,2026-01-28 08:05:00,2026-01-28 13:25:00,Overcast,16.5,9.6,4.1,3.75,16,6.6,0,20,5,0,0.5520833333333334,0.17674418604651163,0.30589543937708563,1
FL-1705,OceanicAir,OC173,LHR,ORD,2026-01-22 14:33:00,2026-01-22 16:58:00,Overcast,34.0,2.2,8.7,7.57,2,8.5,0,16,5,0,0.9166666666666666,0.004651162790697679,0.7308120133481646,1
FL-1706,OceanicAir,OC504,LHR,HND,2026-01-23 12:43:00,2026-01-23 16:05:00,Fog,37.4,5.1,8.9,9.93,73,3.2,0,111,5,1,0.9874999999999999,0.07209302325581395,0.9933259176863181,2
FL-1707,AeroGlobal,AE298,CDG,DFW,2026-01-17 02:44:00,2026-01-17 07:49:00,Fog,13.5,31.6,7.1,6.86,27,20.4,0,69,1,1,0.4895833333333333,0.6883720930232559,0.6518353726362626,2
FL-1708,SkyWings,SK932,LHR,JFK,2026-01-30 14:52:00,2026-01-30 16:52:00,Rain,19.1,42.6,1.9,3.23,11,12.9,0,24,2,6,0.6062500000000001,0.944186046511628,0.24805339265850945,1
FL-1709,AeroGlobal,AE112,LAX,ORD,2026-01-30 13:51:00,2026-01-30 20:40:00,Thunderstorm,9.1,27.2,9.1,5.67,21,4.6,0,78,1,4,0.3979166666666667,0.586046511627907,0.5194660734149055,2
FL-1710,OceanicAir,OC358,DFW,FRA,2026-01-25 12:23:00,2026-01-25 18:45:00,Thunderstorm,18.1,33.6,7.6,9.32,2,19.2,1,106,5,4,0.5854166666666667,0.7348837209302326,0.9254727474972192,2
FL-1711,JetExpress,JE933,ORD,LHR,2026-01-10 18:51:00,2026-01-10 22:59:00,Fog,4.8,44.4,8.3,1.01,18,2.0,0,48,4,1,0.30833333333333335,0.9860465116279069,0.0011123470522803123,2
FL-1712,TransFlight,TR526,DFW,HND,2026-01-09 00:22:00,2026-01-09 02:37:00,Rain,-1.1,7.8,5.1,5.52,0,2.9,0,21,3,6,0.18541666666666667,0.13488372093023254,0.5027808676307007,1
FL-1713,AeroGlobal,AE290,ATL,JFK,2026-01-09 13:35:00,2026-01-09 15:58:00,Rain,37.2,39.5,4.7,9.22,6,2.8,0,40,1,6,0.9833333333333334,0.872093023255814,0.914349276974416,1
FL-1714,SkyWings,SK400,LAX,HND,2026-01-06 22:11:00,2026-01-07 01:17:00,Clear,6.4,27.2,5.0,7.06,1,2.7,0,26,2,5,0.3416666666666666,0.586046511627907,0.6740823136818687,1
FL-1715,SkyWings,SK781,FRA,JFK,2026-01-05 15:46:00,2026-01-05 18:19:00,Snow,28.0,18.2,5.4,9.66,5,6.2,0,79,2,3,0.7916666666666666,0.3767441860465116,0.9632925472747497,2
